,text,user
1064,RT @SteveDavidMike2: @realDonaldTrump @sun @gunsnroses @bobdylan @deandelray @justinbieber @Slash @Ripleys @Epic_Women @TheEllenShow @DaneC…,SteveDavidMike2
1065,@RealDonaldTrump we miss you yet President 🥺 #WWIII #UkraineRussia #RussiaUkraineWar https://t.co/vohQs8dCH6,GangbeConceicao
1066,RT @CarrillonavasG: @realDonaldTrump @lechatcache @Esther64977163 @AceyPhoenix @montoyamoral @tiotatto @Sor__Prendida @APaastoorV #MananasB…,CarrillonavasG
1067,"@RealDonaldTrump told me ""I don't need them to believe me, I need them to disbelieve everything."" https://t.co/LGqheRArH0",LibelTrump
1068,@realdonaldtrump  really made Putin look like a little chihuahua standing next to a pit bull 🤣 Those were the days.… https://t.co/xLlbhEFUhr,patriotguncrew
1069,RT @lopao345: @realDonaldTrump cc,CoucouLeBot
1070,RT @falso22s: @realDonaldTrump cc,CoucouLeBot
1071,@realDonaldTrump cc,lopao345
1072,@realDonaldTrump cc,falso22s
1073,@realDonaldTrump @POTUS Are they waiting for you again? #youtryandfail,youtryandfail
1074,RT @pusmc: @realDonaldTrump https://t.co/SGKHB8Y6sI,pusmc
1075,@RealDonaldTrump thinks that his travel ban case has now been decided  @FoxNews,LibelTrump
1076,"@RealDonaldTrump #lie : 'Says that when his supporters chanted 'send her back' about Ilhan Omar, he stopped it.'… https://t.co/dcG7JFtmY2",SwerianBot
1077,RT @Anagram2112: @realDonaldTrump See this?  This is my cousin. He died in Vietnam. He’s now at rest on hallowed ground. Some say he died i…,sparrowjess9
1078,RT @YhT72lYVgeyTEg1: @realDonaldTrump トランプ大統領、世界革命始まる!! https://t.co/5zdiHny43X,masasan04270
1079,@RealDonaldTrump told me that he thinks the military is stupid #LibelTrump,LibelTrump
1080,@realDonaldTrump test,choro_in
1081,RT @UFStemCell: @realDonaldTrump @cher Glad You Understand @cher!👍Please Someone Tell @SpeakerPelosi &amp; @KamalaHarris Who Are From #Californ…,UFStemCell
1082,"RT @AndTheBandAides: @realDonaldTrump ""Psychological projection is a defence mechanism in which the human ego defends itself against uncons…",rosstell
1083,RT @phillip_vaxxxed: @realDonaldTrump It’s that important- https://t.co/90Cte2Lm2s,LarryJBledsoe18
1084,@RealDonaldTrump wants more women in the workplace so he can grope them https://t.co/LGqheRArH0,LibelTrump
1085,RT @phillip_vaxxxed: @realDonaldTrump It’s that important- https://t.co/90Cte2Lm2s,tizyoko1
1086,@realDonaldTrump スマホRPGは今これをやってるよ。今のジョブはこれ！ https://t.co/UK3Q02g8HP,Bglasses1102
1087,@realDonaldTrump miss you right now.,RealElMan1
1088,@realDonaldTrump ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው… https://t.co/hgRazU4hu7,jreader97029630
1089,RT @fake_biden: @realDonaldTrump https://t.co/6zhjvDh7YJ #Anonymous  #Trumpistan  #AmericaOrTrump,averagejousa
1090,RT @fake_biden: @realDonaldTrump https://t.co/6zhjvDh7YJ #Anonymous  #Trumpistan  #AmericaOrTrump,MelbieToast
1091,@RealDonaldTrump is so broke he can't even afford to tip Black waiters @NBCNews,LibelTrump
1092,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,stockguy61
1093,@realDonaldTrump https://t.co/rPf9EHynqj,embarrassedhose
1094,"@realdonaldtrump bro I miss you come back :,(",RSMan416
1095,RT @kelly2277: @realDonaldTrump wants a Nobel Peace Prize and he will start a war to get one... 🙄 https://t.co/Ga8FhJty9E,Stay_Collected
1096,@RealDonaldTrump is having a party in his pants and we're all invited #MAGA,LibelTrump
1097,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
1098,@realDonaldTrump @POTUS Will the Trump brand be okay? #youtryandfail,youtryandfail
1099,@realDonaldTrump @POTUS Will the Trump brand be okay? #youtryandfail,youtryandfail
1100,RT @SteveHusker: @realDonaldTrump @CNN @MSNBC  https://t.co/Y2oaxb9PR0,Todd24781926
1101,@RealDonaldTrump #DonaldTrump @DemocracyNow #NEWSONG #Youre #Wondering #Now #DOWNLOAD 4 #FREE!  https://t.co/1zqcZRnFMx,Ultraviolent123
1102,@realDonaldTrump @POTUS Is America great again?,IsItGreatYetBot
1103,@realDonaldTrump baby come back 👉🏻👈🏻,Sergiologia_
1104,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,Cookie3_B
1105,@RealDonaldTrump gets mad at his staff when they make him shake a veteran's hand https://t.co/LGqheRArH0,LibelTrump
1106,@RealDonaldTrump #lie : 'I’m not denying climate change. But it could very well go back.' #Trump #MAGA… https://t.co/kGCDVPWrkh,SwerianBot
1107,@realDonaldTrump ባደረካቸው ድርጊቶች ምክንያት ቤተሰቦችዎ ደሙን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው… https://t.co/M7fZXp1yco,jreader97029630
1108,"RT @JmkWalkow: @realDonaldTrump Decades-old trillions dollars China trade deficit rises, obstructor @SpeakerPelosi is walking down Dubrovni…",theLegendofDon
1109,"RT @JmkWalkow: @realDonaldTrump Decades-old trillions dollars China trade deficit rises, obstructor @SpeakerPelosi is walking down Dubrovni…",JmkWalkow
1110,@RealDonaldTrump is so broke he can't even buy a suit that fits #Trump,LibelTrump
1111,RT @Nvr4Get91101: @realDonaldTrump @POTUS https://t.co/WP3pKEiBhU,Bob_Haire
1112,"RT @NJSforUS: @realDonaldTrump We want the entire, unedited transcript of your July 25th call with Ukrainian President Zolensky to read it…",beanie4u
1113,@realDonaldTrump is a fascist,virus50030024
1114,@realDonaldTrump @POTUS Is America great yet?,IsItGreatYetBot
1115,@RealDonaldTrump wrote a love letter to MSM but lost his nerve before sending it @CBSNews,LibelTrump
1116,@realdonaldtrump 7BF50A9E :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/asqjeGQi9r,Clausewitz2015
1117,@realdonaldtrump E574C2A0 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kaATUrOfaU,Clausewitz2015
1118,"@RealDonaldTrump #joke : 'What do you call a pea-brained, soulless, big-mouthed dinosaur with a really big butt? T-… https://t.co/BhTIhAlUnj",SwerianBot
1119,@realdonaldtrump 483B5814 :参戦ID 参加者募集！ 四大天司ＨＬ https://t.co/APb06uZVwd,Clausewitz2015
1120,@realdonaldtrump EAE5EC12 :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/j4OstbHwWP,Clausewitz2015
1121,"@RealDonaldTrump #lie : 'Look, scientists also have a political agenda.' #Trump #MAGA #RacistInChief #RapistInChief… https://t.co/JQ1Vg6JGGe",SwerianBot
1122,@realdonaldtrump C09D212A :参戦ID 参加者募集！ Lv150 シュヴァリエ・マリス https://t.co/DjGA9mNGia,Clausewitz2015
1123,@realdonaldtrump 8AFBBA26 :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/L4znZs3pvE,Clausewitz2015
1124,@realdonaldtrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/GgTdqnDtuI,hanamaru_8_7_0
1125,@realdonaldtrump B4C22349 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/dHg2p0f8fs,hanamaru_8_7_0
1126,@realdonaldtrump 5AE2F0EC :参戦ID 参加者募集！ Lv120 ホルス https://t.co/dHg2p0f8fs,hanamaru_8_7_0
1127,RT @fake_biden: @realDonaldTrump https://t.co/6zhjvDh7YJ #Anonymous  #Trumpistan  #AmericaOrTrump,fake_biden
1128,@realDonaldTrump we need you,sxmxhg
1129,@RealDonaldTrump #fact : Trump was a registered Democrat between 2001 and 2009. #Trump #MAGA #RacistInChief… https://t.co/E8IARrGMRJ,SwerianBot
1130,@realDonaldTrump  「感受性が豊か」←ちくちく言葉,embarrassedhose
1131,RT @NanzzzzNanzzz: @realDonaldTrump A gentle reminder from the wannabe mobster in the White House that Epstein did not kill himself. #Arres…,ZERO__BIG_FAT_0
1132,@realDonaldTrump https://t.co/FsTo05XTom,embarrassedhose
1133,@realDonaldTrump you are failing #america ... #SAD #FAIL,primaryrinos
1134,@realDonaldTrump World needs you president! https://t.co/BibDFchlWd,adilmortepe
1135,@realDonaldTrump 78862CBD :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/bZtCqrrlsD,Bglasses1102
1136,"@RealDonaldTrump #lie : 'We’re canceling Obama’s illegal anti-coal destroying regulations, their so-called Clean Po… https://t.co/WMc0qsGYq3",SwerianBot
1137,RT @kelly2277: @realDonaldTrump is losing his mind in real time...Kurds in 2018 v Kurds in 2019. What will @potus gift 🎁 to Putin next⁉️cc…,Revlov3
1138,"@RealDonaldTrump is constantly hungry, even when he just ate #NEWS",LibelTrump
1139,@realDonaldTrump 36E97485 :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/dlXGM8lLxS,kc_yta
1140,"@RealDonaldTrump #fact : In 1990, Donald Trump won a Razzie for Worst Supporting Actor for his role in Ghost Can’t… https://t.co/SNNW725IT2",SwerianBot
1141,@realDonaldTrump 70E27A15 :参戦ID 参加者募集！ Lv150 ティアマト・マリス https://t.co/rV8FslwD88,kc_yta
1142,@realDonaldTrump @POTUS We know you worked hard to build the Trump brand. #youtryandfail,youtryandfail
1143,@realDonaldTrump cut it out #dude,Cutitout11
1144,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
1145,@realDonaldTrump https://t.co/cfzhlhaPz0,Bglasses1102
1146,@realDonaldTrump https://t.co/hUw6AnR6th,Bglasses1102
1147,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,kostianis
1148,@RealDonaldTrump thought it would be easier to disciminate against Muslims once he won #MAGA,LibelTrump
1149,"@RealDonaldTrump #lie : 'We’re canceling Obama’s illegal anti-coal destroying regulations, their so-called Clean Po… https://t.co/2inCwGL0zd",SwerianBot
1150,@realdonaldtrump 84F123DB :参戦ID 参加者募集！ Lv120 ホルス https://t.co/NykJWD0t0u,zwj25915963
1151,@realDonaldTrump Release you Tax information.,jmcnama3
1152,@realdonaldtrump EB4305A6 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/8A851iDTmE,GBF_PlzHelpMe
1153,@RealDonaldTrump is so broke he'll take any loan he can get #LibelTrump,LibelTrump
1154,@realDonaldtrump EC0912C8 :Battle ID I need backup! Lvl 150 Proto Bahamut https://t.co/OC6OghNPyD,HGbfonly
1155,@realDonaldTrump 307EF247 :参戦ID 参加者募集！ Lv200 ジ・オーダー・グランデ https://t.co/ILji2RKKbC,d78963d
1156,@realdonaldtrump 2E5C785E :参戦ID 参加者募集！ Lv120 マキュラ・マリウス https://t.co/7L9FwkFTCj,AlliesBlink
1157,@realdonaldtrump F4CAAD7E :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/TQ8LMVXesi,AlliesBlink
1158,@realdonaldtrump 655681C6 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye2LKyN,AlliesBlink
1159,@realdonaldtrump D35EB0CB :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/y8l0rTtWnk,lafantasa
1160,@realdonaldtrump 4662187B :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye33TMV,AlliesBlink
1161,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,MzCheng363
1162,RT @heartfulmom: @realDonaldTrump 8) 1993 Russian Movie Credits Thanking DONALD TRUMP for his support:👇 via @funder  🌟Now we know how the R…,MzCheng363
1163,RT @CraigEMartel: @realDonaldTrump #TrumpThePutinPuppet,JC61479
1164,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,Mrstayinyourla1
1165,RT @glennbeck: @realDonaldTrump All of this is covered in the special we did on the Democrats' and Ukraine's corruption:  https://t.co/QQIJ…,arcon_ryan
1166,@realDonaldTrump @POTUS are you a furry,trump_furry
1167,@realDonaldTrump #TrumpTracker,GNBJvqAjtUdk8bo
1168,@realdonaldtrump F0D70213 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kYM5RLVjWB,AlliesBlink
1169,@realDonaldTrump  tosの代わりに このアカウントそっち系の路線の人とか全く絡んでないから好きかって言えるのほんとラッキー,pokekoro0o0
1170,@realDonaldTrump @POTUS what's your fursona,trump_furry
1171,@RealDonaldTrump wants more female business owners because he finds them easy to intimidate https://t.co/LGqheRS2yy,LibelTrump
1172,@RealDonaldTrump wants more female business owners because he finds them easy to intimidate https://t.co/LGqheRArH0,LibelTrump
1173,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,Alicem103
1174,@realDonaldTrump フューチャー…オー…ノー…,embarrassedhose
1175,@realdonaldtrump  #diaperdon,KtownNearOz
1176,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,Redachesnow
1177,@RealDonaldTrump cries like a baby when he's confronted @CBSNews,LibelTrump
1178,@realDonaldTrump 2FFADB58 :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/N2L39RKIgQ,273tk
1179,@realDonaldTrump 本当に0人のまま終わって笑う https://t.co/vaMbcH3xxk,Meyer1910_1960
1180,@realdonaldtrump #かずらのゆるゆるスペース ガチのやつっすね。作業します,shell_bottle
1181,@realdonaldtrump #かずらのゆるゆるスペース 物理？,shell_bottle
1182,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,gataloca147
1183,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,GeorgeK80919736
1184,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,hart35846751
1185,@realDonaldTrump オフ会0人〜,Meyer1910_1960
1186,"@RealDonaldTrump #lie : 'The Clean Power Plan would impose job-killing restrictions on oil, natural gas, coal, and… https://t.co/zUPXRSCNkV",SwerianBot
1187,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,WendyMeer11
1188,@RealDonaldTrump would trade it all for one hug from Jake Tapper #Trump,LibelTrump
1189,@realDonaldTrump 新品フルオート F479D982 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/g7D7bgDYAP,WTSN_Swiftlet
1190,"@realdonaldtrump  tweeted yesterday  near immediate delete  no clue  just saying  ""verrry interesting"", from Hogan'… https://t.co/8yzBJo1yM7",SupplyCrisis
1191,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,sabo_brett
1192,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,leyles7
1193,RT @heartfulmom: @realDonaldTrump 8) 1993 Russian Movie Credits Thanking DONALD TRUMP for his support:👇 via @funder  🌟Now we know how the R…,ScathachWarrior
1194,RT @heartfulmom: @realDonaldTrump 18) 1998: Trump World Tower begins. It becomes “a prominent depository of Russian Money.” (via @BillMoyer…,emt822011
1195,@realdonaldtrump うはー縦縞シャツ似合う し‼️✨✨✨✨✨,gori_moon02
1196,@realDonaldTrump　　　　　　　　　　　　　　　　　　 FB4D0744 :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/DmnGySiXi0,BNKMKN
1197,@RealDonaldTrump wants more women in the workplace so he can take upskirt photos of them @FoxNews,LibelTrump
1198,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,the00Cima
1199,"RT @gerryflood8: @realDonaldTrump Imagine if this clip between 2 Republicans was about a Democrat, it would start every hour, every commerc…",owen_zowen
1200,@realDonaldTrump　　　　　　　 FB4D0744 :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/DmnGyS1lTq,BNKMKN
1201,@realDonaldtrump,hocho080110
1202,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,AMira_FL
1203,@realDonaldTrump @POTUS Are you a good President? #youtryandfail,youtryandfail
1204,RT @heartfulmom: @realDonaldTrump @BillMoyers 7) “Trump’s Efforts to Develop Business in Russia Dates Back to 1987.” Via Bill Moyers  “I ha…,wellstonesue
1205,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,wellstonesue
1206,@realdonaldtrump 本当に苦手なのは手芸ってより機械の方では⁉️（名推理）（手芸はガチでガチでガチでガチで苦手） https://t.co/gntLUpNjmj,ibj_LL
1207,RT @Unknown26948136: @realDonaldTrump うっかり飼いうさぎとドンキーミラーをすることになった時のためにリフコンだけでも練習します,Kaiusagi_F3
1208,@realDonaldTrump 近侍個別設定、別に要らんかったな、という少数派の愚痴,jiahuailove
1209,@RealDonaldTrump has been very careless with classified information. Not fit! #MAGA,LibelTrump
1210,RT @bob_stansbury: @realDonaldTrump Dems want to destroy Pres. Trump over a phone call. Yet Joe Biden's son Hunter and Nancy Pelosi's son P…,RayRenzi0520
1211,"RT @bob_stansbury: @realDonaldTrump Also Nancy Pelosi's son Paul working for some big oil company in Ukraine.Big Energy Co.(Hunter), Big Oi…",RayRenzi0520
1212,@realDonaldTrump @POTUS Is the US great again?,IsItGreatYetBot
1213,@RealDonaldTrump told me that he thinks the military is stupid https://t.co/LGqheRArH0,LibelTrump
1214,@realDonaldTrump  MMOリアルとで2つの人格運用するとかできたもんじゃないな  RPできるひと凄いわ,mgz_39
1215,@realdonaldtrump 107698F0 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/9hfg0w96pH,tiga1023325
1216,@realdonaldtrump 707670D1 :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/RQdxS0lFV6,tiga1023325
1217,@realdonaldtrump 655554E9 :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/S1makDatUT,tiga1023325
1218,@realdonaldtrump 284B61F6 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/7wqeGNwK55,cheeyuen1234
1219,@realdonaldtrump FB9924C5 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0Cukq2WU,tiga1023325
1220,@realdonaldtrump D6764686 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0CukIcb2,tiga1023325
1221,@realDonaldTrump                      2E684A89 :参戦ID 参加者募集！ Lv150 シュヴァリエ・マリス https://t.co/9c0C96cTQb,BNKMKN
1222,@realdonaldtrump 7F680D3A :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/PHfos5Okyi,darkebiru
1223,@RealDonaldTrump doesn't want you to be free @CBSNews,LibelTrump
1224,@realdonaldtrump https://t.co/UJo1GCzwu5,KyleRUllery
1225,@RealDonaldTrump honestly forgot that the case was still in court #RussiaGate,LibelTrump
1226,RT @epluribusunum95: @realDonaldTrump “Donald Trump was THE DUMBEST GODDAM STUDENT I EVER HAD” WHARTON PROFESSOR Dr William Kelley. “Trade…,Raymond27103745
1227,"@RealDonaldTrump #lie : 'There is no reason for these massive, deadly and costly forest fires in California except… https://t.co/dNunWAbWo9",SwerianBot
1228,@realdonaldtrump come back and ban me from the military again i don’t want to go to ukraine,samosu_
1229,"@RealDonaldTrump #lie : 'The Clean Power Plan would impose job-killing restrictions on oil, natural gas, coal, and… https://t.co/5ZvqZElG68",SwerianBot
1230,"RT @jones_michalle: @realDonaldTrump Makes me wonder what they're hiding? How many Levs and Igors funneled money, how many Firtashes fundin…",TomGrif77835590
1231,@realDonaldTrump @POTUS Are you too stubborn? #youtryandfail,youtryandfail
1232,@RealDonaldTrump honestly forgot that the case was still in court https://t.co/LGqheRArH0,LibelTrump
1233,RT @taniapity: @realDonaldTrump PLEASE MR PRESIDENT DO A HUGE RALLY WHILE YOU KNOW WHO IS DOING STATE OF THE UNION 🇺🇸. IS TIME TO LET THEM…,taniapity
1234,@realDonaldTrump @POTUS Is America great again?,IsItGreatYetBot
1235,@realDonaldTrump 60F8C126 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/mVz7aNfve3,d78963d
1236,@realDonaldTrump  元気してるかトランプ。,Call_of_HiRoShi
1237,@realDonaldTrump  地元のお肉屋さんのコロッケが恋しいからそれ買ってきてよトランプ。,Call_of_HiRoShi
1238,@realDonaldTrump  コロッケ食べたいよトランプ。コロッケパン買ってこいよトランプ。,Call_of_HiRoShi
1239,RT @MalikRIJVAAN: @realDonaldTrump How cool is that and proud moment for us to make you all fool for fifteen years. Yes yes... We are best…,NonHumorous07
1240,@realdonaldtrump 05BFE038 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/9zmmCORhOT,vUg0i1QmHdwIVlL
1241,@realdonaldtrump あー本誌疲れに染み渡るーーー✨✨✨✨✨,gori_moon02
1242,RT @Liz_SalanderUS: @realDonaldTrump @sendavidperdue @KLoeffler Mr .@POTUS .@realDonaldTrump ⋆ I will be there to Welcome you❕ You doesn’t…,JohsieC
1243,@realDonaldTrump is a fascist,virus50030024
1244,@realDonaldTrump スマホRPGは今これをやってるよ。今のジョブはこれ！ https://t.co/Sm5aOFeG95,Bglasses1102
1245,"@RealDonaldTrump #lie : 'Tariffs are 'paid for mostly by China, by the way, not by us.' #Trump #MAGA #RacistInChief… https://t.co/SRpNG015jU",SwerianBot
1246,"RT @Manish_05Singh: @realDonaldTrump @GamebredFighter Bidens get money from Russia and Ukraine.   So let me get this straight, President Tr…",japulmah
1247,"@realDonaldTrump wants to blow #Putin SO BAD.  Dear #Russia, please take this moron of our hands. Give him citizens… https://t.co/rPnkkL6r9C",JDeLaRosa9966
1248,@realdonaldtrump hello mr president tell barron hi he go to my class in school,Bobbyxswag360
1249,RT @mishakatia46ya1: @realDonaldTrump This man was elected... we the people never had anyone in the Oval Office to help fight against them…,ewn1047
1250,@realdonaldtrump  https://t.co/qDI4QRbemS,glfhxh_dntkd
1251,@realDonaldTrump calls Putin moves before full invasion genius. #politics  https://t.co/HAnv4RPoyt,Liberal_Forum
1252,"@RealDonaldTrump #joke : 'Trump plans to visit Scotland, to see where his mother was born. He feels a strong connec… https://t.co/ue1Eg4l403",SwerianBot
1253,@realDonaldTrump 81AA3BFC :参戦ID 参加者募集！ Lv200 フェディエル https://t.co/Sf9az06ERU,eugene_gbf
1254,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
1255,@realDonaldTrump Is Straight.,OdysseyMarioBot
1256,@realdonaldtrump F92CA8E7 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/qTBwLiqNq5,36182829andrew
1257,RT @JmkWalkow: @realDonaldTrump @DRUDGE_REPORT Congratulations! Is there any progress in lowering the trade deficit with China? Will they b…,theLegendofDon
1258,RT @JmkWalkow: @realDonaldTrump @DRUDGE_REPORT Congratulations! Is there any progress in lowering the trade deficit with China? Will they b…,JmkWalkow
1259,@RealDonaldTrump #fact : 2018 - The New York Times details numerous tax avoidance schemes. #Trump #MAGA… https://t.co/v5ot5Mh8NY,SwerianBot
1260,@realdonaldtrump ちゃんと鯉i登少尉が霞んどる‥臨場感パねぇ✨✨✨✨✨,gori_moon02
1261,@realDonaldTrump @POTUS We know the value of the Trump brand is ruined. #youtryandfail,youtryandfail
1262,@realDonaldTrump Gross. #bad,Cutitout11
1263,@realdonaldtrump 鯉i登君へ 批判も絶賛も両方されるので君の好きにしたまえよ,gori_moon02
1264,"@realdonaldtrump  we really need a president who has a mind on the ground and the balls to act, America needs you back! now !!!",avivpr
1265,RT @JodieLear4: @realDonaldTrump @DHS_Wolf https://t.co/NDbupFNGf8,tonilop13941424
1266,@realDonaldTrump 7688DC47 :参戦ID 参加者募集！ Lv200 ル・オー https://t.co/HW44PR11Qq,eugene_gbf
1267,@realDonaldTrump #MAGA @FoxNews @foxnewsalert @seanhannity @IngrahamAngle @dbongino @RudyGiuliani @GOPChairwoman… https://t.co/e322kq7cAm,JunicusPublius
1268,@RealDonaldTrump is terrified at the prospect of getting into a fight @MSNBC,LibelTrump
1269,@realDonaldTrump @POTUS Is America great yet?,IsItGreatYetBot
1270,@RealDonaldTrump is so broke he'll take any loan he can get #Trump,LibelTrump
1271,@realdonaldtrump #MAGA https://t.co/EbUPCqUUwL,ivanmontalv
1272,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
1273,@realDonaldTrump ワタクシ様々な可能性を考慮しましたがやはりここは『塚不二』しかないのではないかと！(クソ腐女子西絹代),dorodoro_beron
1274,@realDonaldTrump 開始位置おかしくない？ 再起動試すけどさぁ、そもそもそういう誤作動で再起動させないでほしいよってそんな無茶な要望なん？アンケ書こ…… #リィンカネ https://t.co/ajFQBZ60fT,purple_and_rice
1275,RT @heartfulmom: @realDonaldTrump 6) 1984: Russian Mobsters Begin Buying Condos in Trump Towers to Launder Money &amp; Continue to do so Today.…,bethverry1
1276,@realDonaldTrump @POTUS are you a furry,trump_furry
1277,@realDonaldTrump @POTUS what's your fursona,trump_furry
1278,"RT @JmkWalkow: @realDonaldTrump Thank you President Trump for stopping the wars. This is the #MAGA way, this is the way. 🇺🇸 United States h…",JmkWalkow
1279,@realdonaldtrump  #diaperdon,KtownNearOz
1280,RT @RyanHillMI: @realDonaldTrump Where does Vlad begin and Donald end…  The world may never know.  https://t.co/YJdUIlREub,SteveDavidMike2
1281,"@RealDonaldTrump #lie : 'Says Rep. Ilhan Omar, D-Minn., was speaking about how wonderful al-Qaida is.' #Trump #MAGA… https://t.co/zVFHgmoiYd",SwerianBot
1282,RT @lopao345: @realDonaldTrump cc,CoucouLeBot
1283,RT @falso22s: @realDonaldTrump cc,CoucouLeBot
1284,@realDonaldTrump cc,lopao345
1285,@realDonaldTrump cc,falso22s
1286,@realdonaldtrump what are you doing right now?! https://t.co/oCZEJ1wJOY,AmadorPatriot
1287,RT @DEREKFROOD: @realDonaldTrump Like the #Dakota pipeline. Oh hang on. Remind me which country supplies the bulk of steel for that particu…,Stardust202120
1288,"@RealDonaldTrump #lie : 'For too long, we’ve been held back by burdensome regulations on our energy industry.'… https://t.co/Z5xtNesqiM",SwerianBot
1289,@realDonaldTrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/Mup7t8HTe5,konnohiiragi
1290,@realDonaldTrump https://t.co/3JDwMlSaOv,JJE_MMM
1291,RT @BDB081361: @realDonaldTrump and you and your corrupt organization had RUSSIAN PREGNANT WOMEN come to  USA to have their BABIES and they…,JesusNarrowWay
1292,@realDonaldTrump @POTUS Do they know about the video? #youtryandfail,youtryandfail
1293,@realDonaldTrump. ¿Se entendió?   #Ucrania #UcraniaBajoAtaque  #UcraniaRusia https://t.co/tpfyCeO92x,FedericoNola_
1294,@RealDonaldTrump got a tattoo with MSM's name on it and now he's afraid they'll think he's crazy @MSNBC,LibelTrump
1295,RT @livinginUS_Eh: @realDonaldTrump https://t.co/yNFTwjhDpr,MargaretBays
