,text,user
744,@realDonaldTrump スマホRPGは今これをやってるよ。今のジョブはこれ！ https://t.co/KE0UF9qwbP,Bglasses1102
745,RT @KXLPipeline: @realDonaldTrump Thank you @realDonaldTrump for your unwavering support of #KeystoneXL. We look forward to creating thousa…,srqstockpicker
746,"RT @WMAUTONET: @realDonaldTrump But in Kiev that kind of ""protesters"" US Gov named ""peaceful protesters"" and ask to Ukraine expresident Jan…",RockerYet
747,"RT @kemet2000: @realDonaldTrump #indictments! For you ,Ivanka, Jared ,and Fredo...otherwise known as jr. https://t.co/RAI4i5CFNN",kemet2000
748,@realDonaldTrump is a fascist,virus50030024
749,@RealDonaldTrump is careless with classified information because he just doesn't care #MAGA,LibelTrump
750,@realDonaldTrump @POTUS Is the US great again?,IsItGreatYetBot
751,@realDonaldTrump A new motto. Take America back and make America strong.,heynen_susan
752,@realDonaldTrump Unsuspend,heynen_susan
753,"RT @classic1879: @realDonaldTrump FRAUD Nazis ""democrats""!  Harris has shown his full support for the Nazi government in Kiev.  In 2018, Ha…",dfugita
754,@realDonaldTrump D6FFD98D :参戦ID 参加者募集！ Lv120 シヴァ https://t.co/4QuwHCm7xK,kc_yta
755,@RealDonaldTrump is glad that hes back to laundering money through his campaign #POTUS,LibelTrump
756,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",terabytnet
757,"RT @murray_nyc: @realDonaldTrump @FLOTUS During this week's presidential debate Trump mocked Joe Biden on the issue of masks: ""I don't wear…",jenniferhov
758,RT @HKrassenstein: @realDonaldTrump @FLOTUS You should be ashamed of yourself for calling this virus a hoax and for holding rallies after y…,jenniferhov
759,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",WhereverIamtday
760,@realdonaldtrump 567ABA3A :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/PHfos5Okyi,darkebiru
761,@realDonaldTrump #びびすぺ 若さって、もうみんな良い年齢でしょ！！！,pojihu
762,@realDonaldTrump #びびすぺ 玉突き事故ってそういうことかあ！,pojihu
763,RT @JmkWalkow: @realDonaldTrump Justice https://t.co/4PFUWX39C2,theLegendofDon
764,@realDonaldTrump #びびすぺ https://t.co/LrA43VVgUK,pojihu
765,@realDonaldTrump #びびすぺ おで、らいばー、くう、くって、きらきらする　  ↑怖すぎでしょ,pojihu
766,@realDonaldTrump #びびすぺ 見えるケツだけ触ろうな！,pojihu
767,RT @pojihu: @realDonaldTrump #びびすぺ びび　だって！？贅沢な名だね！あんたの名前はこれから『゛』だよ！！！,lulu_b_elumonyu
768,@realDonaldTrump #びびすぺ びび　だって！？贅沢な名だね！あんたの名前はこれから『゛』だよ！！！,pojihu
769,@realDonaldTrump #びびすぺ 　酔ってるびびネキ、手負の獣の類で触れ方気をつけないと惨殺されるから😉怖いよ😉むりかな😉😉😉,pojihu
770,@realDonaldTrump #びびすぺ 揉め事が起こったら自語りチャンスだ！！！ってハスハスして参加、してやろっかな〜😉😉😉,pojihu
771,@realdonaldtrump 0B171988 :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/TQ8LMVXesi,AlliesBlink
772,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
773,@realDonaldTrump   #びびすぺ ニート起床の時間は草,pojihu
774,@realDonaldTrump  これ前提となるアニメ版があるとかじゃないのか… 狂ってる……,kehaar_38
775,@realDonaldTrump you are failing #america ... #SAD #FAIL,primaryrinos
776,@realDonaldTrump had weer eens gelijk.  'Germany will be dependent on Russian energy'. https://t.co/FGtR1K9R6J,Diggrich_
777,@realdonaldtrump hello mr president tell barron hi he go to my class in school,Bobbyxswag360
778,"RT @BarbaraGruson: @realDonaldTrump Keep your eyes open in November, Trump supporters! #VoterFraud #BeenBernedBefore #TrumpPence2016 https:…",trumpgenius2
779,@RealDonaldTrump gets mad at his staff when they make him shake a veteran's hand #RussiaGate,LibelTrump
780,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",AngryIndepende2
781,@realDonaldTrump @CNN @FoxNews @MSNBC  There is more bravery in a single Ukrainian than ALL of the… https://t.co/XrWQpyoko2,JFK_NeverAgain
782,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",challenger_grey
783,@realdonaldtrump F8547931 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/YUWaSzQlSN,wally23409263
784,"@RealDonaldTrump #lie : 'In one case in Wyoming, a rancher was fined $37,000 a day by the EPA for digging a small w… https://t.co/81nOJIjJVj",SwerianBot
785,@realDonaldTrump @POTUS Is this going to be the end of Trump? #youtryandfail,youtryandfail
786,"@realDonaldTrump Stop. Ask yourself, ""Am I being an asshole right now?"" If so, plot a different course #cutitout",Cutitout11
787,@RealDonaldTrump is so broke he can't even afford to tip Hispanic people https://t.co/LGqheRArH0,LibelTrump
788,"@RealDonaldTrump #lie : 'We’re canceling Obama’s illegal anti-coal destroying regulations, their so-called Clean Po… https://t.co/PyOGrcJXdY",SwerianBot
789,"@realDonaldTrump “When a stranger sojourns with you in your land, you shall not do him wrong. You shall treat the s… https://t.co/Ejxts5D5wc",John99131809
790,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,laughingatdona1
791,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",BillyJack_hat
792,@realdonaldtrump  #diaperdon,KtownNearOz
793,@realdonaldtrump 703ABC56 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye33TMV,AlliesBlink
794,RT @ChodeMonchu: @realDonaldTrump If only you had fought a pandemic as furiously as you fight our democracy. https://t.co/9868bZFQR4,EnvironmentNow1
795,"@realDonaldTrump @CNN @FoxNews @MSNBC  #LittlePutinTrump, AKA #DictatorDonald, continues to honor his mentor/BFF, V… https://t.co/E84HMByyjD",JFK_NeverAgain
796,@realdonaldtrump 5E628AF7 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye33TMV,AlliesBlink
797,@realdonaldtrump B13A115A :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kYM5RLVjWB,AlliesBlink
798,@realDonaldTrump Release you Tax information.,jmcnama3
799,"RT @Boston_Grandpa: @realDonaldTrump Both these men ordered terrorist attacks on US soil. One hid from the world, the other hides from real…",MRenee8
800,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",CivilWarII_book
801,@RealDonaldTrump has difficulty maintaining an errection  https://t.co/LGqheRArH0,LibelTrump
802,RT @ThomasDiggins14: @realDonaldTrump b******* you didn't win,Tracy06079521
803,RT @JmkWalkow: @realDonaldTrump Justice https://t.co/4PFUWX39C2,JmkWalkow
804,"RT @solara1992: @realDonaldTrump Please Mr. President... We The People beg you NOT to sign this bill.  It does not include The Wall, DACA,…",sueen70
805,"RT @Dashley00x: @realDonaldTrump The Fascist Trump Party, W Nationalist ideology is driven by a Russia agenda (RNC 2016) there is no GOP. Q…",Dashley00x
806,"RT @SavvyHuman: @realDonaldTrump @Trump_2020_1 We love ❤️ you, Mr PRESIDENT  ❤️❤️❤️🇺🇸🇺🇸🇺🇸❤️❤️❤️🇺🇸🇺🇸🇺🇸 TYTY ❤️TYTY ❤️🇺🇸🇺🇸🇺🇸🇺🇸🙏 Great Job Sir…",SavvyHuman
807,@realDonaldTrump @POTUS are you a furry,trump_furry
808,RT @phillip_vaxxxed: @realDonaldTrump It’s that important- https://t.co/90Cte2Lm2s,TheAdvo46815945
809,@realDonaldTrump ブス・ダサい・センスないの三拍子揃ってるMINIです‼️対戦よろしくお願いします‼️  #おまつスペ,nlb_vd
810,@realdonaldtrump 6105B0F5 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/y8l0rTtWnk,lafantasa
811,@realDonaldTrump @POTUS what's your fursona,trump_furry
812,@realDonaldTrump【にじさんじ】にじさんロック【手描き】 https://t.co/EFpcNbqx12 #sm33926851 #ニコニコ動画 https://t.co/qZIYn2W76n,and__so__on1223
813,@realDonaldTrump  ｢そんなこと微塵も思ってないけど｣,insomnia_kuma
814,RT @RealMarkKennedy: @realDonaldTrump C-SPAN leaves feed open after Trump ends speech but won't show a Trump rally. https://t.co/i3KslyTn0C,duchessmontagu1
815,@realdonaldtrump トレンドに物申す https://t.co/4QscxAf5C4,asal_ival
816,@realdonaldtrump  #キズナアイとガレリア  同接がずっと残ってて https://t.co/9Vo308XnMI,alice36402490
817,@RealDonaldTrump blushes whenever MSM says his name @NBCNews,LibelTrump
818,@realdonaldtrump 460083B5 :参戦ID 参加者募集！ Lv200 ウィルナス https://t.co/6KwodBuvQe,tiga1023325
819,@realdonaldtrump @valentina_versace7 @themaralagoclub @realtorvalentina @ Mar-a-Lago https://t.co/FcIrCepfSh,VillaVRestate
820,@realdonaldtrump @valentina_versace7 @themaralagoclub @realtorvalentina @ Mar-a-Lago https://t.co/rl0PKtu9Zp,VillaVRestate
821,@realdonaldtrump @realtorvalentina @themaralagoclub @valentina_versace7 @realdonaldtrump @ Mar-a-Lago https://t.co/CyvxEqqj8I,VillaVRestate
822,@realdonaldtrump @realtorvalentina @themaralagoclub @valentina_versace7 @ Mar-a-Lago https://t.co/PGmVWIksNp,VillaVRestate
823,@realdonaldtrump @realtorvalentina @themaralagoclub @valentina_versace7 @ Mar-a-Lago https://t.co/iGVCnsKkMX,VillaVRestate
824,@realdonaldtrump @realtorvalentina @themaralagoclub @valentina_versace7 @ Mar-a-Lago https://t.co/oVU8NMW84L,VillaVRestate
825,@realdonaldtrump B0E1FCA2 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/9hfg0vS3nH,tiga1023325
826,@realdonaldtrump @themaralagoclub @realtorvalentina @valentina_versace7 @rollsroycecars @ Mar-a-Lago https://t.co/QyNQvLn0ay,VillaVRestate
827,"@realdonaldtrump @themaralagoclub @thebreakers @chanelofficial @realtorvalentina @valentina_versace7 @ Palm Beach,… https://t.co/O9RNGjnxHB",VillaVRestate
828,@realdonaldtrump @realtorvalentina @themaralagoclub @ Mar-a-Lago https://t.co/ygwB40xyFF,VillaVRestate
829,@realdonaldtrump @realtorvalentina @themaralagoclub @realbencarson @ @ Mar-a-Lago https://t.co/SzAf85OBtC,VillaVRestate
830,@realdonaldtrump @realtorvalentina @realbencarson @themaralagoclub @ Mar-a-Lago https://t.co/67rl6SaXSu,VillaVRestate
831,@realdonaldtrump 310001C1 :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/S1makDatUT,tiga1023325
832,"RT @RuanoFaxas: @realDonaldTrump ""As I learn more and more each day, I am coming to the conclusion that what is taking place is not an #imp…",RuanoFaxas
833,@RealDonaldTrump is careless with classified information because he just doesn't care https://t.co/LGqheRArH0,LibelTrump
834,@realdonaldtrump 0222D4CC :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/RQdxS04CT6,tiga1023325
835,RT @GangbeConceicao: @RealDonaldTrump we miss you yet President 🥺 #WWIII #UkraineRussia #RussiaUkraineWar https://t.co/vohQs8dCH6,GangbeConceicao
836,@realdonaldtrump A8FE822B :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0Cukq2WU,tiga1023325
837,@realdonaldtrump E795DD82 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0CukIcb2,tiga1023325
838,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,jmadcamp
839,@realDonaldTrump @POTUS Will the Trump brand survive this onsalught? #youtryandfail,youtryandfail
840,@realDonaldTrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/9SeY4RXeH4,d78963d
841,@RealDonaldTrump is so broke he can't even buy a suit that fits @NBCNews,LibelTrump
842,RT @YhT72lYVgeyTEg1: @realDonaldTrump トランプ大統領、世界革命始まる!! https://t.co/5zdiHny43X,jupitdra
843,@realDonaldTrump 0F5E6AFE :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/N2L39RKIgQ,273tk
844,@realdonaldtrump ひえええ,shio_think
845,"@realDonaldTrump only in America can ,we have a bad president needs to be impeached for All he has done to this Ame… https://t.co/zzvMU1CwJ8",Big_steveG
846,@RealDonaldTrump gets fussy if he doesn't take a nap in the afternoon https://t.co/LGqheRArH0,LibelTrump
847,RT @democratslie69: @realDonaldTrump https://t.co/lAIDoDBJmd,SelimBufaj
848,RT @HeshmatAlavi: @realDonaldTrump آقای رییس جمهور، ما مردم ایران به پرچم آمریکا،‌ اسراییل و دیگر کشورها احترام میگذاریم. این رژیم و بطور خ…,diiyanadv
849,"RT @RWTrollPatrol: @realDonaldTrump Best Video of the Year award goes to @Eleven_Films   This video has 14 million views, let's get it up t…",SLVRDLDO
850,@realDonaldTrump Is Straight.,OdysseyMarioBot
851,@realDonaldTrump D22538FB :参戦ID 参加者募集！ Lv200 ル・オー https://t.co/QwHGuFhCzT,ijhgfkj
852,@realdonaldtrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/a2cADoBBxn,hanamaru_8_7_0
853,@realdonaldtrump 350CA3E2 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/dHg2p0f8fs,hanamaru_8_7_0
854,@RealDonaldTrump is so broke he can't even afford to give money to veterans' charities @CBSNews,LibelTrump
855,@realdonaldtrump DA611F0A :参戦ID 参加者募集！ Lv120 ホルス https://t.co/dHg2p0f8fs,hanamaru_8_7_0
856,@realdonaldtrump BA409310 :参戦ID 参加者募集！ 四大天司ＨＬ https://t.co/APb06uZVwd,Clausewitz2015
857,@realdonaldtrump 7677DBEE :Battle ID I need backup! Lvl 120 Metatron https://t.co/52fiSKJNiI,yuriloweIl
858,@realdonaldtrump FEBFB081 :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/asqjeGQi9r,Clausewitz2015
859,@realdonaldtrump BDAC0ED7 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/8A851iDTmE,GBF_PlzHelpMe
860,@realdonaldtrump 06FDBCA4 :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/j4OstbHwWP,Clausewitz2015
861,@realDonaldTrump B1294587 :参戦ID 参加者募集！ Lv200 リンドヴルム https://t.co/T7igCa2LCF,kc_yta
862,@RealDonaldTrump thought it would be easier to disciminate against Muslims once he won @MSNBC,LibelTrump
863,@realdonaldtrump 92C23A3D :参戦ID 参加者募集！ Lv120 ホルス https://t.co/8A851iDTmE,GBF_PlzHelpMe
864,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
865,@realdonaldtrump 楽しい時間ありがとうございました！ #BOLT897,dai_dai_pan_pan
866,@realdonaldtrump 高井千帆の韻踏み講座 #BOLT897,dai_dai_pan_pan
867,@realdonaldtrump ハリーマは今 #BOLT897,dai_dai_pan_pan
868,@realdonaldtrump これからもBOLTのラジオ聞けて嬉しいです #BOLT897,dai_dai_pan_pan
869,RT @nogg_the: @realDonaldTrump What you see and what you’re reading is not what’s happening. https://t.co/aKTpAM0F5E,CherylBibber
870,@realdonaldtrump 細かすぎて伝わらないモノマネ #BOLT897,dai_dai_pan_pan
871,RT @RealIkechukwuOv: @realDonaldTrump help Christians in Nigeria before the jihadish mission agenda Obama wanted in Nigeria will be complet…,AkintemiSolomo3
